User_ID,Gender,Age,City,Country,Swipe_Count_Per_Day,Matches,Conversations,Meetings,Relationships,Active_Hour,Day_of_Week,Distance_Miles,Session_Time_Minutes
1050,Male,29,Rio de Janeiro,Brazil,72,4,2,1,0,13,Tuesday,1.3,35
1051,Male,32,Mumbai,India,89,4,2,0,0,21,Saturday,0.9,60
1052,Female,21,Toronto,Canada,64,9,6,1,0,22,Saturday,5.1,39
1053,Male,25,Birmingham,UK,196,18,9,5,0,13,Friday,29.6,34
1054,Male,37,Dubai,UAE,32,2,1,0,0,16,Saturday,39.1,74
1055,Male,26,London,UK,168,15,9,3,0,13,Saturday,3.9,60
1056,Male,22,Mumbai,India,55,4,2,0,0,11,Monday,9.2,85
1057,Male,23,Dubai,UAE,60,8,5,3,0,13,Monday,45.2,69
1058,Male,32,Sydney,Australia,46,4,2,1,0,23,Saturday,29.6,46
1059,Male,28,Chennai,India,153,17,10,5,0,21,Tuesday,28.2,29
1060,Male,20,São Paulo,Brazil,149,19,12,7,1,21,Wednesday,31.7,17
1061,Female,27,Delhi,India,50,3,2,1,0,14,Thursday,36.5,6
1062,Male,27,Delhi,India,107,9,5,2,0,14,Saturday,0.8,45
1063,Male,26,Singapore,Singapore,118,14,10,4,0,13,Monday,9.6,16
1064,Male,32,Melbourne,Australia,43,2,1,0,0,16,Tuesday,28.8,46
1065,Male,28,Manchester,UK,177,16,8,2,0,23,Thursday,2.2,40
1066,Male,18,Chennai,India,157,18,9,4,0,17,Wednesday,11.7,81
1067,Male,29,Tokyo,Japan,39,2,1,0,0,11,Sunday,3.4,33
1068,Male,28,Paris,France,169,22,12,5,0,1,Tuesday,7.5,82
1069,Male,22,Lyon,France,130,6,4,2,0,21,Monday,5.8,59
1070,Male,28,Chicago,USA,87,11,8,3,0,19,Monday,1.3,28
1071,Male,18,Hyderabad,India,162,12,6,3,0,18,Tuesday,3.4,55
1072,Male,32,Los Angeles,USA,150,19,10,5,0,19,Wednesday,44.4,32
1073,Male,21,Houston,USA,64,5,3,1,0,19,Sunday,8.7,13
1074,Male,27,Chicago,USA,164,10,7,3,0,4,Thursday,4.6,46
1075,Female,34,Rio de Janeiro,Brazil,115,10,7,4,0,21,Saturday,35.5,35
1076,Male,28,Delhi,India,147,18,11,3,0,19,Sunday,24.8,55
1077,Male,18,Bangalore,India,97,12,8,5,0,17,Thursday,43.6,80
1078,Male,18,Rio de Janeiro,Brazil,194,21,15,7,0,21,Wednesday,6.4,13
1079,Male,26,Delhi,India,172,17,10,6,1,16,Wednesday,3.7,57
1080,Male,30,Munich,Germany,128,14,7,3,0,12,Tuesday,24.5,74
1081,Male,28,Sydney,Australia,64,3,2,0,0,16,Tuesday,42.4,52
1082,Male,32,Montreal,Canada,89,12,7,3,0,18,Thursday,49.4,5
1083,Male,28,Montreal,Canada,136,19,13,8,1,20,Monday,35.2,67
1084,Male,23,Montreal,Canada,131,11,5,1,0,10,Monday,21.2,75
1085,Male,28,Dubai,UAE,195,18,9,5,0,20,Wednesday,2.7,84
1086,Male,28,Abu Dhabi,UAE,88,12,7,2,0,15,Tuesday,43.0,31
1087,Male,29,Berlin,Germany,177,26,15,7,0,11,Tuesday,2.1,27
1088,Female,27,Mumbai,India,47,2,1,0,0,13,Tuesday,8.5,57
1089,Male,19,Chennai,India,177,22,11,6,0,22,Sunday,23.8,7
1090,Male,29,Munich,Germany,119,15,10,4,0,17,Tuesday,18.4,45
1091,Male,25,São Paulo,Brazil,79,6,4,2,0,14,Thursday,11.0,78
1092,Male,34,Chennai,India,25,2,1,0,0,19,Wednesday,10.0,66
1093,Male,28,Sydney,Australia,173,17,9,2,0,19,Monday,16.4,83
1094,Male,33,Los Angeles,USA,84,4,3,1,0,12,Sunday,19.2,44
1095,Male,36,Munich,Germany,33,3,2,1,0,22,Friday,4.5,26
1096,Male,31,Singapore,Singapore,70,7,3,1,0,23,Monday,32.2,52
1097,Male,33,Birmingham,UK,22,1,0,0,0,14,Thursday,1.0,24
1098,Female,36,Birmingham,UK,175,23,16,6,0,18,Saturday,6.6,10
1099,Male,26,Vancouver,Canada,155,20,14,6,0,21,Saturday,24.2,82
1100,Male,27,Tokyo,Japan,123,15,10,4,0,14,Tuesday,9.9,43
1101,Male,31,Delhi,India,115,6,4,2,0,21,Thursday,41.6,22
1102,Male,24,Delhi,India,121,9,4,1,0,17,Saturday,8.9,64
1103,Male,30,Phoenix,USA,183,26,15,4,0,21,Monday,3.9,70
1104,Male,26,Los Angeles,USA,142,8,4,1,0,18,Tuesday,32.5,12
1105,Male,28,New York,USA,134,12,9,4,0,18,Sunday,1.7,61
1106,Female,32,Toronto,Canada,151,8,6,3,0,19,Sunday,6.8,61
1107,Male,25,Abu Dhabi,UAE,70,4,2,0,0,19,Tuesday,2.3,24
1108,Male,24,Berlin,Germany,85,12,6,4,0,21,Sunday,4.9,26
1109,Female,24,Vancouver,Canada,107,11,9,5,0,20,Saturday,31.1,90
1110,Male,27,Lyon,France,170,17,10,5,0,18,Thursday,3.6,70
1111,Male,42,Los Angeles,USA,171,13,10,3,0,19,Tuesday,2.0,17
1112,Male,24,Sydney,Australia,112,10,6,3,0,21,Saturday,3.5,12
1113,Male,28,Montreal,Canada,27,2,1,0,0,6,Friday,4.6,35
1114,Male,24,Munich,Germany,62,5,3,1,0,18,Sunday,16.1,59
1115,Male,38,Singapore,Singapore,198,22,18,5,0,20,Saturday,43.1,50
1116,Male,34,Chicago,USA,30,1,0,0,0,18,Friday,9.3,26
1117,Female,29,Mumbai,India,171,13,10,3,0,21,Friday,16.4,70
1118,Male,21,Munich,Germany,77,9,4,2,0,22,Wednesday,22.3,88
1119,Male,19,Birmingham,UK,99,11,6,2,0,18,Friday,16.0,62
1120,Male,32,Dubai,UAE,38,2,1,0,0,17,Monday,36.8,90
1121,Male,18,Manchester,UK,141,16,10,4,0,20,Thursday,5.2,89
1122,Female,20,Singapore,Singapore,102,9,7,4,0,23,Sunday,10.4,26
1123,Female,22,Bangalore,India,57,3,1,0,0,19,Saturday,0.9,6
1124,Male,29,Lyon,France,107,13,8,2,0,11,Tuesday,7.0,69
1125,Male,22,Berlin,Germany,176,25,14,8,1,20,Friday,28.3,41
1126,Male,30,Toronto,Canada,170,19,14,6,1,9,Friday,3.5,80
1127,Male,26,Seoul,South Korea,29,3,2,1,0,19,Monday,8.3,35
1128,Male,37,Toronto,Canada,32,4,3,1,0,17,Monday,9.5,86
1129,Female,27,Montreal,Canada,168,11,8,3,0,21,Friday,17.2,88
1130,Male,19,Paris,France,129,7,5,3,0,20,Tuesday,36.9,58
1131,Male,19,Hyderabad,India,44,5,3,2,0,14,Tuesday,44.1,5
1132,Female,30,Chicago,USA,89,13,7,3,0,23,Thursday,5.1,83
1133,Male,34,Hyderabad,India,65,5,2,1,0,9,Sunday,40.7,13
1134,Male,31,Bangalore,India,61,6,4,1,0,22,Monday,4.2,60
1135,Male,18,Manchester,UK,62,4,2,1,0,19,Sunday,46.5,68
1136,Male,26,Vancouver,Canada,119,9,5,3,0,20,Monday,47.4,88
1137,Male,26,Bangalore,India,138,8,6,3,0,19,Thursday,10.0,48
1138,Male,26,Singapore,Singapore,28,3,2,0,0,18,Sunday,9.4,90
1139,Female,29,Chennai,India,59,4,3,2,0,21,Wednesday,26.3,8
1140,Female,29,Bangalore,India,67,8,6,4,0,12,Monday,3.0,47
1141,Male,31,Berlin,Germany,40,2,1,0,0,14,Sunday,47.4,74
1142,Male,31,Melbourne,Australia,188,14,11,6,0,6,Monday,20.8,11
1143,Male,36,New York,USA,47,6,3,1,0,19,Friday,45.8,36
1144,Male,33,London,UK,67,7,4,2,0,19,Saturday,16.9,70
1145,Male,20,São Paulo,Brazil,89,9,6,3,0,21,Tuesday,25.6,72
1146,Male,31,Phoenix,USA,123,18,11,5,0,14,Saturday,6.7,68
1147,Male,32,Dubai,UAE,84,10,7,4,0,3,Tuesday,19.3,36
1148,Male,31,Dubai,UAE,38,4,2,0,0,15,Saturday,7.1,57
1149,Male,27,Dubai,UAE,185,23,18,7,0,23,Wednesday,2.4,86
1150,Male,29,Chennai,India,110,7,5,3,0,16,Thursday,0.5,64
1151,Male,28,Dubai,UAE,137,14,7,2,0,19,Thursday,29.0,72
1152,Male,18,Vancouver,Canada,109,8,4,1,0,13,Wednesday,2.6,22
1153,Male,27,Birmingham,UK,161,16,13,4,0,14,Wednesday,30.7,44
1154,Male,32,New York,USA,36,3,2,0,0,11,Saturday,5.5,24
1155,Female,23,Melbourne,Australia,127,13,6,2,0,21,Wednesday,21.0,30
1156,Male,33,Paris,France,174,18,11,4,0,12,Monday,24.3,35
1157,Male,21,Melbourne,Australia,24,2,1,0,0,11,Thursday,10.0,14
1158,Male,27,Melbourne,Australia,132,16,9,3,0,18,Friday,9.9,87
1159,Male,23,Bangalore,India,80,8,4,1,0,21,Monday,3.1,26
1160,Male,28,Lyon,France,21,2,1,0,0,10,Monday,2.7,78
1161,Male,22,Hyderabad,India,135,14,7,4,0,16,Tuesday,2.0,10
1162,Male,29,Manchester,UK,73,5,3,0,0,14,Monday,39.0,51
1163,Male,30,Paris,France,130,8,4,2,0,20,Monday,7.0,58
1164,Male,24,Abu Dhabi,UAE,60,4,2,0,0,12,Saturday,5.8,72
1165,Female,36,Rio de Janeiro,Brazil,169,25,20,7,1,15,Thursday,6.3,61
1166,Male,22,Mumbai,India,175,12,9,5,0,21,Sunday,9.3,79
1167,Male,23,Birmingham,UK,199,20,16,8,0,15,Monday,5.6,34
1168,Female,18,Birmingham,UK,32,3,2,1,0,16,Friday,3.0,47
1169,Male,27,Montreal,Canada,72,4,3,1,0,21,Monday,6.5,15
1170,Male,25,Bangalore,India,137,9,5,3,0,21,Sunday,11.1,8
1171,Male,31,Hamburg,Germany,169,9,6,2,0,20,Monday,40.0,82
1172,Male,34,Phoenix,USA,110,8,5,3,0,20,Wednesday,5.7,23
1173,Male,21,Montreal,Canada,153,21,11,4,0,14,Wednesday,0.9,60
1174,Male,24,Los Angeles,USA,173,9,6,3,0,14,Wednesday,21.1,24
1175,Male,23,Phoenix,USA,88,8,6,2,0,19,Sunday,7.4,75
1176,Male,25,Hamburg,Germany,140,7,4,1,0,16,Sunday,40.9,86
1177,Female,30,Phoenix,USA,36,2,1,0,0,18,Friday,39.6,38
1178,Male,22,Mumbai,India,184,12,9,4,0,17,Saturday,31.2,13
1179,Male,27,Phoenix,USA,198,17,12,7,0,16,Thursday,0.7,58
1180,Female,34,Phoenix,USA,114,13,10,4,0,4,Monday,0.9,54
1181,Male,31,Hyderabad,India,115,14,11,3,0,20,Wednesday,2.3,29
1182,Female,26,Rio de Janeiro,Brazil,25,2,1,0,0,10,Sunday,1.5,35
1183,Male,23,Mumbai,India,104,12,6,3,0,22,Monday,6.6,42
1184,Male,26,Rio de Janeiro,Brazil,75,5,3,1,0,20,Saturday,7.4,23
1185,Female,33,Vancouver,Canada,154,14,11,3,0,3,Friday,6.9,68
1186,Male,31,Chennai,India,184,15,8,5,0,21,Sunday,30.2,46
1187,Female,37,Seoul,South Korea,124,15,11,5,0,3,Sunday,8.2,80
1188,Male,34,Abu Dhabi,UAE,126,7,3,1,0,21,Wednesday,7.2,38
1189,Male,29,Dubai,UAE,126,17,13,7,0,16,Tuesday,13.1,82
1190,Male,20,Houston,USA,154,17,11,3,0,21,Wednesday,33.5,57
1191,Male,28,Manchester,UK,175,19,10,3,0,18,Monday,0.8,42
1192,Male,24,Melbourne,Australia,124,17,8,3,0,21,Thursday,27.2,10
1193,Male,33,Toronto,Canada,24,3,2,1,0,12,Thursday,6.3,8
1194,Male,31,Paris,France,136,7,5,1,0,22,Wednesday,8.3,70
1195,Male,24,Hamburg,Germany,144,13,9,5,0,4,Wednesday,11.7,35
1196,Male,27,Melbourne,Australia,21,2,1,0,0,19,Thursday,2.7,52
1197,Male,28,Hyderabad,India,135,16,8,5,0,9,Saturday,3.2,78
1198,Male,28,New York,USA,135,20,14,5,0,23,Saturday,6.4,53
1199,Female,21,Hamburg,Germany,174,21,15,8,1,10,Friday,5.6,51
1200,Male,19,Hamburg,Germany,165,12,7,2,0,16,Friday,49.0,29
1201,Female,28,Tokyo,Japan,77,6,3,2,0,14,Thursday,11.0,76
1202,Male,25,Chennai,India,183,11,8,5,0,19,Wednesday,9.9,34
1203,Male,28,Munich,Germany,112,12,9,4,0,14,Sunday,21.5,5
1204,Female,34,Toronto,Canada,189,11,6,3,0,19,Thursday,3.9,23
1205,Male,26,Chennai,India,166,14,8,2,0,21,Sunday,6.9,23
1206,Female,35,Singapore,Singapore,155,12,7,4,0,12,Thursday,2.8,44
1207,Female,25,Seoul,South Korea,27,3,1,0,0,23,Thursday,46.3,54
1208,Male,37,Los Angeles,USA,49,6,4,2,0,23,Wednesday,43.0,8
1209,Male,32,Munich,Germany,185,14,8,4,0,21,Thursday,44.5,71
1210,Male,29,Berlin,Germany,133,15,10,3,0,16,Monday,27.7,81
1211,Male,31,Vancouver,Canada,55,6,4,1,0,18,Friday,39.9,67
1212,Male,33,Tokyo,Japan,141,20,16,11,1,1,Sunday,11.0,72
1213,Male,25,Manchester,UK,71,6,3,1,0,19,Tuesday,9.6,18
1214,Male,40,Rio de Janeiro,Brazil,40,3,1,0,0,21,Friday,4.1,33
1215,Female,27,Paris,France,101,6,4,2,0,19,Thursday,6.8,42
1216,Male,32,Berlin,Germany,32,3,1,0,0,12,Friday,8.3,60
1217,Male,30,Manchester,UK,194,14,7,3,0,21,Saturday,36.7,26
1218,Female,26,Chicago,USA,23,3,2,1,0,15,Monday,20.5,58
1219,Male,19,Montreal,Canada,195,21,12,5,0,11,Monday,17.2,45
1220,Male,24,Bangalore,India,78,8,5,2,0,23,Saturday,26.2,20
1221,Male,25,Montreal,Canada,80,11,7,4,0,18,Thursday,1.3,26
1222,Male,22,Hamburg,Germany,109,9,5,3,0,21,Sunday,9.9,18
1223,Male,24,Chicago,USA,153,17,14,4,0,21,Thursday,48.2,76
1224,Male,28,Abu Dhabi,UAE,194,14,9,4,0,14,Tuesday,9.2,47
1225,Female,34,Birmingham,UK,189,25,16,9,1,20,Saturday,8.9,48
1226,Female,24,Munich,Germany,151,15,7,2,0,17,Sunday,11.5,88
1227,Male,25,São Paulo,Brazil,159,14,8,3,0,21,Friday,4.1,14
1228,Female,29,Chicago,USA,180,20,13,7,0,17,Friday,8.5,21
1229,Male,21,Dubai,UAE,29,3,2,1,0,15,Wednesday,3.1,8
1230,Male,24,Seoul,South Korea,112,14,8,4,0,14,Monday,16.8,74
1231,Male,26,Mumbai,India,84,5,3,1,0,20,Tuesday,35.4,22
1232,Male,18,Dubai,UAE,167,22,17,10,0,8,Friday,23.7,26
1233,Male,22,London,UK,156,19,14,9,0,6,Tuesday,17.0,80
1234,Male,18,Lyon,France,76,6,4,2,0,10,Friday,24.8,8
1235,Female,23,Chennai,India,163,13,9,5,0,20,Tuesday,3.4,84
1236,Male,27,Paris,France,151,19,9,5,0,15,Monday,8.4,47
1237,Male,26,Tokyo,Japan,113,8,4,1,0,20,Tuesday,7.4,51
1238,Male,28,Manchester,UK,127,12,9,4,0,20,Monday,6.4,24
1239,Male,25,Abu Dhabi,UAE,42,2,1,0,0,1,Saturday,5.0,12
1240,Male,25,Tokyo,Japan,53,6,3,1,0,16,Thursday,1.8,47
1241,Male,34,Toronto,Canada,34,4,3,1,0,23,Thursday,8.7,22
1242,Male,22,Bangalore,India,150,12,9,5,0,21,Wednesday,22.8,83
1243,Male,22,Munich,Germany,50,7,5,2,0,18,Monday,8.1,52
1244,Male,26,Berlin,Germany,185,25,13,5,0,10,Sunday,3.5,31
1245,Male,26,Manchester,UK,182,20,13,4,0,21,Thursday,10.0,67
1246,Male,28,Seoul,South Korea,196,29,16,7,1,20,Saturday,7.6,21
1247,Male,18,London,UK,114,8,6,1,0,10,Saturday,8.4,21
1248,Male,26,Phoenix,USA,185,9,5,1,0,18,Friday,3.0,25
1249,Male,22,Melbourne,Australia,62,7,4,2,0,19,Wednesday,3.5,51
1250,Male,25,Mumbai,India,143,9,4,2,0,18,Friday,44.2,63
1251,Male,24,Houston,USA,120,6,4,2,0,15,Monday,2.5,61
1252,Female,23,Dubai,UAE,75,10,7,4,0,5,Tuesday,6.0,77
1253,Female,28,London,UK,45,5,3,1,0,15,Friday,2.7,26
1254,Male,32,Hyderabad,India,199,29,22,14,1,20,Wednesday,5.1,87
1255,Male,26,London,UK,120,9,7,3,0,21,Friday,14.7,62
1256,Male,21,Seoul,South Korea,169,15,8,2,0,19,Saturday,28.8,72
1257,Female,26,Lyon,France,103,6,4,2,0,18,Sunday,48.9,22
1258,Female,23,Chennai,India,33,3,1,0,0,17,Friday,8.7,61
1259,Male,29,Lyon,France,115,13,8,3,0,0,Tuesday,9.8,35
1260,Female,34,Hamburg,Germany,40,5,3,1,0,19,Tuesday,32.9,16
1261,Male,30,Abu Dhabi,UAE,170,21,15,5,0,19,Monday,17.9,5
1262,Male,32,Montreal,Canada,41,2,1,0,0,18,Saturday,1.9,31
1263,Male,34,Vancouver,Canada,124,11,8,2,0,21,Monday,4.3,21
1264,Female,18,Los Angeles,USA,50,5,2,0,0,23,Sunday,2.9,84
1265,Male,27,Manchester,UK,130,11,6,1,0,23,Sunday,5.4,24
1266,Female,31,Delhi,India,65,3,1,0,0,15,Wednesday,33.1,46
1267,Female,29,Phoenix,USA,24,3,2,1,0,6,Sunday,42.4,88
1268,Male,30,Rio de Janeiro,Brazil,74,8,5,2,0,14,Sunday,9.7,20
1269,Male,31,Melbourne,Australia,103,10,6,3,0,12,Monday,41.2,8
1270,Male,37,Montreal,Canada,33,3,1,0,0,14,Tuesday,1.1,15
1271,Male,27,Birmingham,UK,53,3,1,0,0,20,Sunday,8.8,85
1272,Male,26,Birmingham,UK,199,24,14,5,0,17,Thursday,7.8,62
1273,Male,30,Chicago,USA,114,10,7,4,0,19,Tuesday,8.5,22
1274,Female,24,Mumbai,India,138,12,6,3,0,23,Monday,0.8,57
1275,Male,31,Abu Dhabi,UAE,43,4,2,0,0,20,Thursday,6.1,18
1276,Female,29,Lyon,France,35,3,1,0,0,21,Saturday,1.3,11
1277,Female,23,Mumbai,India,145,11,8,2,0,21,Tuesday,8.7,50
1278,Male,39,Lyon,France,129,14,9,3,0,19,Friday,8.3,61
1279,Female,32,Toronto,Canada,58,3,2,1,0,22,Monday,9.8,56
1280,Male,18,Houston,USA,99,14,10,3,0,21,Friday,4.9,37
1281,Male,26,Birmingham,UK,159,20,13,8,1,23,Saturday,33.0,45
1282,Male,23,Lyon,France,36,2,1,0,0,20,Saturday,42.9,55
1283,Female,21,Birmingham,UK,185,10,6,2,0,20,Monday,4.1,17
1284,Male,25,Montreal,Canada,93,13,8,4,0,12,Thursday,7.5,70
1285,Male,21,Rio de Janeiro,Brazil,49,7,4,1,0,2,Thursday,48.2,22
1286,Male,23,Vancouver,Canada,33,3,2,1,0,18,Sunday,6.8,8
1287,Male,24,Seoul,South Korea,159,22,17,6,0,23,Friday,8.9,79
1288,Male,23,Phoenix,USA,48,2,1,0,0,16,Saturday,8.2,14
1289,Female,36,Delhi,India,156,9,6,2,0,19,Friday,48.9,52
1290,Male,22,New York,USA,158,10,7,2,0,17,Saturday,8.5,29
1291,Male,32,Chicago,USA,185,21,17,8,0,12,Sunday,6.9,76
1292,Female,30,Phoenix,USA,138,16,10,6,0,10,Wednesday,3.9,20
1293,Male,29,Toronto,Canada,48,4,2,1,0,20,Saturday,37.7,76
1294,Male,18,Dubai,UAE,116,9,6,2,0,13,Tuesday,0.9,82
1295,Female,25,Munich,Germany,116,10,5,2,0,21,Friday,1.1,6
1296,Male,23,Bangalore,India,46,4,2,1,0,21,Wednesday,1.7,69
1297,Female,35,Mumbai,India,156,14,10,3,0,20,Thursday,9.9,72
1298,Male,24,Berlin,Germany,37,3,2,0,0,18,Friday,49.8,36
1299,Male,27,Tokyo,Japan,61,9,7,4,0,21,Monday,9.8,10
1300,Female,20,Bangalore,India,162,16,10,6,0,5,Wednesday,29.9,38
1301,Male,30,Los Angeles,USA,69,8,4,2,0,13,Sunday,45.9,13
1302,Female,29,Phoenix,USA,199,15,10,6,0,14,Sunday,8.4,23
1303,Male,30,Sydney,Australia,46,5,3,1,0,16,Friday,6.8,84
1304,Female,28,Birmingham,UK,198,29,18,9,1,6,Friday,9.0,16
1305,Male,18,Singapore,Singapore,188,10,5,1,0,21,Wednesday,9.3,10
1306,Male,19,Chicago,USA,141,8,5,1,0,17,Tuesday,2.9,87
1307,Male,23,Hyderabad,India,173,9,6,1,0,22,Sunday,5.5,79
1308,Male,26,Los Angeles,USA,95,13,11,6,0,8,Friday,5.2,11
1309,Male,24,Tokyo,Japan,99,8,6,2,0,14,Friday,9.6,45
1310,Female,28,Manchester,UK,149,19,9,3,0,21,Thursday,44.2,28
1311,Female,24,Houston,USA,121,13,9,3,0,21,Tuesday,14.8,24
1312,Male,30,Abu Dhabi,UAE,135,12,9,5,0,20,Friday,0.8,15
1313,Male,26,Hyderabad,India,148,19,11,6,0,0,Sunday,31.5,18
1314,Male,24,Sydney,Australia,121,11,7,3,0,20,Thursday,45.9,39
1315,Male,32,Mumbai,India,62,7,4,1,0,19,Friday,7.5,66
1316,Male,26,Toronto,Canada,108,12,9,5,0,16,Sunday,24.8,38
1317,Female,28,Paris,France,162,19,11,4,0,22,Monday,9.5,37
1318,Male,29,Hyderabad,India,93,10,6,2,0,10,Tuesday,16.3,62
1319,Male,18,Dubai,UAE,145,17,12,7,0,21,Sunday,6.8,87
1320,Male,25,Dubai,UAE,62,6,3,1,0,19,Sunday,5.0,6
1321,Male,35,Munich,Germany,119,17,13,5,0,21,Friday,49.2,46
1322,Male,30,Sydney,Australia,57,4,3,1,0,18,Sunday,38.0,86
1323,Male,19,Chennai,India,132,12,7,4,0,19,Wednesday,9.2,51
1324,Male,26,Toronto,Canada,33,4,2,1,0,19,Thursday,32.1,6
1325,Male,20,Dubai,UAE,191,15,10,3,0,8,Saturday,5.6,54
1326,Female,18,Berlin,Germany,168,15,10,5,0,10,Wednesday,22.6,79
1327,Male,28,Tokyo,Japan,135,15,8,3,0,13,Saturday,3.0,31
1328,Female,24,Hamburg,Germany,77,8,4,1,0,18,Saturday,30.0,55
1329,Female,32,Manchester,UK,64,6,4,1,0,2,Tuesday,8.3,6
1330,Male,35,London,UK,20,1,0,0,0,18,Friday,33.9,76
1331,Female,23,Houston,USA,22,2,1,0,0,18,Saturday,5.8,45
1332,Male,19,Hamburg,Germany,41,4,3,1,0,23,Saturday,3.5,57
1333,Female,18,Singapore,Singapore,45,2,1,0,0,13,Tuesday,8.3,40
1334,Female,22,Dubai,UAE,170,14,11,4,0,21,Saturday,3.1,14
1335,Male,20,Delhi,India,42,5,3,1,0,0,Sunday,3.6,56
1336,Male,18,Rio de Janeiro,Brazil,171,13,9,2,0,19,Thursday,2.4,75
1337,Male,20,Munich,Germany,123,8,5,3,0,14,Thursday,7.0,87
1338,Male,25,Munich,Germany,38,3,1,0,0,14,Friday,4.1,81
1339,Male,29,Toronto,Canada,199,25,15,9,1,15,Thursday,9.8,75
1340,Female,27,Abu Dhabi,UAE,166,14,7,2,0,20,Monday,4.8,16
1341,Male,29,Munich,Germany,67,8,4,2,0,16,Monday,33.7,22
1342,Male,30,London,UK,61,3,2,0,0,20,Saturday,20.7,21
1343,Male,19,Hyderabad,India,144,19,9,4,0,19,Tuesday,24.8,5
1344,Male,24,New York,USA,32,1,0,0,0,18,Thursday,8.4,40
1345,Female,23,London,UK,163,18,14,9,0,21,Friday,46.5,71
1346,Male,27,Lyon,France,87,10,5,1,0,20,Monday,1.1,49
1347,Female,21,Los Angeles,USA,43,2,1,0,0,14,Sunday,22.7,59
1348,Male,20,São Paulo,Brazil,31,3,1,0,0,19,Tuesday,4.9,60
1349,Male,26,Montreal,Canada,85,11,8,4,0,16,Friday,38.0,34
1350,Female,26,Phoenix,USA,165,16,10,5,0,12,Tuesday,3.2,65
1351,Female,20,Munich,Germany,151,21,17,6,0,15,Sunday,12.9,38
1352,Male,31,Phoenix,USA,110,14,10,4,0,20,Tuesday,41.4,51
1353,Male,18,Birmingham,UK,106,14,7,3,0,21,Monday,28.0,80
1354,Male,25,Lyon,France,84,11,9,4,0,5,Sunday,9.3,85
1355,Female,23,Melbourne,Australia,32,2,1,0,0,22,Wednesday,3.7,15
1356,Male,37,Chennai,India,60,4,2,1,0,16,Sunday,0.9,85
1357,Male,26,Munich,Germany,46,6,3,1,0,22,Monday,37.5,23
1358,Male,19,Delhi,India,200,28,20,6,0,18,Thursday,24.9,34
1359,Male,30,Chicago,USA,194,13,6,1,0,20,Sunday,32.7,12
1360,Male,25,Seoul,South Korea,126,15,11,3,0,19,Wednesday,36.2,80
1361,Male,22,Los Angeles,USA,132,10,8,3,0,21,Thursday,1.0,50
1362,Male,21,Berlin,Germany,192,16,8,3,0,18,Thursday,6.9,32
1363,Female,27,Lyon,France,168,10,5,1,0,18,Friday,48.9,41
1364,Male,26,Melbourne,Australia,96,10,8,5,0,19,Friday,7.7,36
1365,Female,25,Los Angeles,USA,112,9,4,1,0,0,Saturday,5.9,75
1366,Male,22,Melbourne,Australia,119,14,9,2,0,21,Friday,7.0,32
1367,Male,23,Berlin,Germany,198,28,17,6,0,17,Sunday,16.4,46
1368,Male,25,London,UK,182,15,7,3,0,19,Thursday,1.5,73
1369,Male,20,Paris,France,166,19,10,6,0,10,Monday,11.4,10
1370,Male,23,São Paulo,Brazil,127,17,8,3,0,8,Thursday,2.8,24
1371,Female,30,Vancouver,Canada,76,9,6,1,0,21,Wednesday,49.8,76
1372,Female,30,Melbourne,Australia,135,11,7,2,0,22,Wednesday,0.9,35
1373,Male,28,New York,USA,197,12,7,3,0,17,Monday,15.1,61
1374,Male,24,Singapore,Singapore,108,14,8,4,0,19,Monday,34.4,89
1375,Male,20,Singapore,Singapore,51,5,4,2,0,17,Monday,30.2,32
1376,Male,35,Bangalore,India,160,16,12,7,0,17,Tuesday,13.9,76
1377,Male,24,Abu Dhabi,UAE,106,15,10,6,0,10,Friday,34.4,24
1378,Male,18,Berlin,Germany,142,19,14,5,0,18,Saturday,5.4,26
1379,Male,26,London,UK,161,11,6,2,0,2,Saturday,12.5,16
1380,Male,27,Montreal,Canada,91,10,7,4,0,21,Thursday,48.3,78
1381,Male,27,Phoenix,USA,180,22,11,6,1,19,Tuesday,15.3,61
1382,Male,27,Seoul,South Korea,52,6,3,1,0,11,Friday,3.7,11
1383,Male,26,Tokyo,Japan,34,2,1,0,0,16,Thursday,13.9,73
1384,Male,27,Abu Dhabi,UAE,38,4,2,1,0,23,Saturday,3.3,82
1385,Male,33,Sydney,Australia,75,4,3,1,0,22,Monday,25.7,24
1386,Male,24,Singapore,Singapore,71,10,6,1,0,20,Sunday,9.7,55
1387,Male,27,Chennai,India,79,9,7,2,0,20,Monday,3.2,37
1388,Male,18,Los Angeles,USA,132,19,12,4,0,23,Tuesday,3.8,43
1389,Male,23,Phoenix,USA,63,5,3,1,0,4,Tuesday,36.7,48
1390,Female,30,Melbourne,Australia,198,16,11,3,0,14,Friday,48.0,81
1391,Female,20,Rio de Janeiro,Brazil,124,8,4,1,0,21,Wednesday,5.8,35
1392,Female,21,Dubai,UAE,92,13,10,3,0,19,Tuesday,9.5,9
1393,Female,27,Tokyo,Japan,113,15,10,4,0,22,Sunday,7.4,77
1394,Male,29,Montreal,Canada,104,13,8,4,0,5,Tuesday,2.8,52
1395,Male,30,Chennai,India,172,21,13,8,0,2,Monday,3.2,7
1396,Male,26,Rio de Janeiro,Brazil,22,2,1,0,0,18,Sunday,7.7,81
1397,Male,28,Chennai,India,121,9,5,1,0,20,Tuesday,7.9,80
1398,Female,22,Mumbai,India,66,5,4,1,0,8,Friday,8.0,25
